County,FirstDose,SeriesComplete,Reportasof
Albany,146918,107905,4/21/2021
Allegany,13385,11220,4/21/2021
Bronx,382603,258725,4/21/2021
Broome,81896,63060,4/21/2021
Cattaraugus,25159,19587,4/21/2021
Cayuga,30414,23659,4/21/2021
Chautauqua,49055,36391,4/21/2021
Chemung,29506,24484,4/21/2021
Chenango,18021,13731,4/21/2021
Clinton,39215,31590,4/21/2021
Columbia,26944,19748,4/21/2021
Cortland,18118,14175,4/21/2021
Delaware,15069,11557,4/21/2021
Dutchess,130578,87985,4/21/2021
Erie,413354,298270,4/21/2021
Essex,17599,14837,4/21/2021
Franklin,20101,17177,4/21/2021
Fulton,16823,13051,4/21/2021
Genesee,21735,16525,4/21/2021
Greene,19119,13519,4/21/2021
Hamilton,2614,2288,4/21/2021
Herkimer,21913,17901,4/21/2021
Jefferson,37585,30806,4/21/2021
Kings,890590,557870,4/21/2021
Lewis,8746,7016,4/21/2021
Livingston,23403,18106,4/21/2021
Madison,32161,25740,4/21/2021
Monroe,337074,254526,4/21/2021
Montgomery,20223,15391,4/21/2021
Nassau,664738,480685,4/21/2021
New York,826746,553724,4/21/2021
Niagara,86311,62618,4/21/2021
Oneida,91409,74219,4/21/2021
Onondaga,218894,166467,4/21/2021
Ontario,53181,40815,4/21/2021
Orange,132691,93364,4/21/2021
Orleans,12483,9534,4/21/2021
Oswego,44434,35696,4/21/2021
Otsego,24983,19913,4/21/2021
Putnam,46424,32056,4/21/2021
Queens,983261,633424,4/21/2021
Rensselaer,70478,51948,4/21/2021
Richmond,186318,131579,4/21/2021
Rockland,125186,89422,4/21/2021
Saratoga,113187,85659,4/21/2021
Schenectady,78538,56633,4/21/2021
Schoharie,11166,8370,4/21/2021
Schuyler,7160,5807,4/21/2021
Seneca,12239,9548,4/21/2021
St. Lawrence,44321,37423,4/21/2021
Steuben,31394,24879,4/21/2021
Suffolk,620154,422581,4/21/2021
Sullivan,26362,20310,4/21/2021
Tioga,15022,12067,4/21/2021
Tompkins,55713,37508,4/21/2021
Ulster,88125,63236,4/21/2021
Warren,30906,25578,4/21/2021
Washington,21583,17556,4/21/2021
Wayne,36157,29413,4/21/2021
Westchester,461450,325175,4/21/2021
Wyoming,13374,10089,4/21/2021
Yates,9405,7779,4/21/2021
Albany,148226,109895,4/22/2021
Allegany,13412,11336,4/22/2021
Bronx,387134,263455,4/22/2021
Broome,82488,63873,4/22/2021
Cattaraugus,25311,20048,4/22/2021
Cayuga,30564,23919,4/22/2021
Chautauqua,49250,37793,4/22/2021
Chemung,29673,24703,4/22/2021
Chenango,18156,14038,4/22/2021
Clinton,39337,31856,4/22/2021
Columbia,27183,20479,4/22/2021
Cortland,18223,14396,4/22/2021
Delaware,15172,11752,4/22/2021
Dutchess,132067,89603,4/22/2021
Erie,418526,302186,4/22/2021
Essex,17669,15014,4/22/2021
Franklin,20194,17287,4/22/2021
Fulton,16966,13420,4/22/2021
Genesee,21868,16695,4/22/2021
Greene,19223,13995,4/22/2021
Hamilton,2615,2293,4/22/2021
Herkimer,22037,18044,4/22/2021
Jefferson,37948,31424,4/22/2021
Kings,900067,568737,4/22/2021
Lewis,8799,7102,4/22/2021
Livingston,23560,18657,4/22/2021
Madison,32346,26174,4/22/2021
Monroe,339495,259600,4/22/2021
Montgomery,20381,15813,4/22/2021
Nassau,670238,488782,4/22/2021
New York,832916,563589,4/22/2021
Niagara,87191,63295,4/22/2021
Oneida,91986,74800,4/22/2021
Onondaga,220427,169190,4/22/2021
Ontario,53466,42043,4/22/2021
Orange,134626,95212,4/22/2021
Orleans,12651,9868,4/22/2021
Oswego,44777,36547,4/22/2021
Otsego,25229,20116,4/22/2021
Putnam,47196,33360,4/22/2021
Queens,994409,643743,4/22/2021
Rensselaer,71041,52987,4/22/2021
Richmond,187756,133435,4/22/2021
Rockland,126110,91452,4/22/2021
Saratoga,114236,87120,4/22/2021
Schenectady,79222,57727,4/22/2021
Schoharie,11236,8625,4/22/2021
Schuyler,7184,6013,4/22/2021
Seneca,12294,9951,4/22/2021
St. Lawrence,44450,37765,4/22/2021
Steuben,31549,25228,4/22/2021
Suffolk,627946,431361,4/22/2021
Sullivan,26654,20526,4/22/2021
Tioga,15101,12277,4/22/2021
Tompkins,55904,38862,4/22/2021
Ulster,88734,64384,4/22/2021
Warren,31159,26020,4/22/2021
Washington,21886,17877,4/22/2021
Wayne,36394,30298,4/22/2021
Westchester,466494,332113,4/22/2021
Wyoming,13554,10222,4/22/2021
Yates,9442,7855,4/22/2021
Albany,149471,111470,4/23/2021
Allegany,13453,11573,4/23/2021
Bronx,392113,267954,4/23/2021
Broome,83076,65414,4/23/2021
Cattaraugus,25451,20188,4/23/2021
Cayuga,30711,24510,4/23/2021
Chautauqua,49412,38348,4/23/2021
Chemung,29793,24837,4/23/2021
Chenango,18329,14451,4/23/2021
Clinton,39505,32407,4/23/2021
Columbia,27317,20704,4/23/2021
Cortland,18300,14959,4/23/2021
Delaware,15300,12067,4/23/2021
Dutchess,133001,91310,4/23/2021
Erie,423069,307160,4/23/2021
Essex,17790,15236,4/23/2021
Franklin,20298,17504,4/23/2021
Fulton,17071,13524,4/23/2021
Genesee,21984,17223,4/23/2021
Greene,19337,14112,4/23/2021
Hamilton,2632,2345,4/23/2021
Herkimer,22148,18174,4/23/2021
Jefferson,38248,31525,4/23/2021
Kings,912162,580971,4/23/2021
Lewis,8821,7293,4/23/2021
Livingston,23670,19024,4/23/2021
Madison,32567,26578,4/23/2021
Monroe,341909,264119,4/23/2021
Montgomery,20492,15969,4/23/2021
Nassau,676170,496948,4/23/2021
New York,840040,573417,4/23/2021
Niagara,88109,64035,4/23/2021
Oneida,92510,75847,4/23/2021
Onondaga,221954,171618,4/23/2021
Ontario,53654,42559,4/23/2021
Orange,135940,97150,4/23/2021
Orleans,12750,10003,4/23/2021
Oswego,45114,37137,4/23/2021
Otsego,25380,20301,4/23/2021
Putnam,47823,33840,4/23/2021
Queens,1006088,654437,4/23/2021
Rensselaer,71514,53564,4/23/2021
Richmond,189480,135351,4/23/2021
Rockland,127186,92977,4/23/2021
Saratoga,115164,88456,4/23/2021
Schenectady,79793,58671,4/23/2021
Schoharie,11332,8691,4/23/2021
Schuyler,7205,6040,4/23/2021
Seneca,12394,9995,4/23/2021
St. Lawrence,44624,38078,4/23/2021
Steuben,31723,25781,4/23/2021
Suffolk,633571,439364,4/23/2021
Sullivan,26939,21008,4/23/2021
Tioga,15214,12490,4/23/2021
Tompkins,56129,39590,4/23/2021
Ulster,89289,65857,4/23/2021
Warren,31386,26329,4/23/2021
Washington,22084,18076,4/23/2021
Wayne,36586,30580,4/23/2021
Westchester,471214,338029,4/23/2021
Wyoming,13601,10325,4/23/2021
Yates,9462,7888,4/23/2021
Albany,150378,112557,4/24/2021
Allegany,13476,11687,4/24/2021
Bronx,395649,272032,4/24/2021
Broome,83487,66071,4/24/2021
Cattaraugus,25550,20321,4/24/2021
Cayuga,30860,24657,4/24/2021
Chautauqua,49580,38572,4/24/2021
Chemung,29893,25101,4/24/2021
Chenango,18382,14633,4/24/2021
Clinton,39617,32666,4/24/2021
Columbia,27542,20862,4/24/2021
Cortland,18414,15034,4/24/2021
Delaware,15380,12182,4/24/2021
Dutchess,133964,92743,4/24/2021
Erie,426411,310607,4/24/2021
Essex,17827,15308,4/24/2021
Franklin,20352,17574,4/24/2021
Fulton,17164,13679,4/24/2021
Genesee,22245,17324,4/24/2021
Greene,19412,14193,4/24/2021
Hamilton,2634,2348,4/24/2021
Herkimer,22287,18264,4/24/2021
Jefferson,38419,31586,4/24/2021
Kings,919616,591655,4/24/2021
Lewis,8842,7330,4/24/2021
Livingston,23809,19176,4/24/2021
Madison,32666,26723,4/24/2021
Monroe,344272,267322,4/24/2021
Montgomery,20626,16058,4/24/2021
Nassau,680688,503894,4/24/2021
New York,844930,582450,4/24/2021
Niagara,88871,64710,4/24/2021
Oneida,92939,76301,4/24/2021
Onondaga,222828,173026,4/24/2021
Ontario,53851,42886,4/24/2021
Orange,136694,98656,4/24/2021
Orleans,12824,10058,4/24/2021
Oswego,45295,37624,4/24/2021
Otsego,25494,20426,4/24/2021
Putnam,48115,34247,4/24/2021
Queens,1017363,665603,4/24/2021
Rensselaer,71857,54050,4/24/2021
Richmond,190614,137294,4/24/2021
Rockland,127886,94095,4/24/2021
Saratoga,115837,89586,4/24/2021
Schenectady,80316,59324,4/24/2021
Schoharie,11437,8769,4/24/2021
Schuyler,7230,6068,4/24/2021
Seneca,12421,10033,4/24/2021
St. Lawrence,44718,38295,4/24/2021
Steuben,31848,25978,4/24/2021
Suffolk,637850,446114,4/24/2021
Sullivan,27037,21311,4/24/2021
Tioga,15284,12639,4/24/2021
Tompkins,56787,39995,4/24/2021
Ulster,89778,66931,4/24/2021
Warren,31553,26523,4/24/2021
Washington,22261,18396,4/24/2021
Wayne,36777,30810,4/24/2021
Westchester,475405,343262,4/24/2021
Wyoming,13652,10359,4/24/2021
Yates,9531,7920,4/24/2021
Albany,151335,113770,4/25/2021
Allegany,13497,11700,4/25/2021
Bronx,397759,274708,4/25/2021
Broome,83801,66586,4/25/2021
Cattaraugus,25603,20348,4/25/2021
Cayuga,31023,24733,4/25/2021
Chautauqua,49767,38724,4/25/2021
Chemung,29957,25161,4/25/2021
Chenango,18455,14715,4/25/2021
Clinton,39687,32838,4/25/2021
Columbia,27646,21036,4/25/2021
Cortland,18471,15081,4/25/2021
Delaware,15440,12288,4/25/2021
Dutchess,134476,93783,4/25/2021
Erie,428849,313235,4/25/2021
Essex,17862,15363,4/25/2021
Franklin,20374,17610,4/25/2021
Fulton,17233,13746,4/25/2021
Genesee,22313,17419,4/25/2021
Greene,19459,14253,4/25/2021
Hamilton,2634,2350,4/25/2021
Herkimer,22347,18334,4/25/2021
Jefferson,38544,31632,4/25/2021
Kings,925225,600176,4/25/2021
Lewis,8857,7333,4/25/2021
Livingston,23872,19331,4/25/2021
Madison,32724,26790,4/25/2021
Monroe,345668,269664,4/25/2021
Montgomery,20718,16116,4/25/2021
Nassau,684613,510004,4/25/2021
New York,848144,589904,4/25/2021
Niagara,89439,65295,4/25/2021
Oneida,93122,76620,4/25/2021
Onondaga,223326,173977,4/25/2021
Ontario,53980,43165,4/25/2021
Orange,137475,99662,4/25/2021
Orleans,12858,10087,4/25/2021
Oswego,45403,37810,4/25/2021
Otsego,25593,20547,4/25/2021
Putnam,48395,34529,4/25/2021
Queens,1025266,675002,4/25/2021
Rensselaer,72225,54486,4/25/2021
Richmond,191453,138723,4/25/2021
Rockland,128954,95495,4/25/2021
Saratoga,116395,90597,4/25/2021
Schenectady,80877,60000,4/25/2021
Schoharie,11497,8822,4/25/2021
Schuyler,7252,6075,4/25/2021
Seneca,12459,10064,4/25/2021
St. Lawrence,44794,38403,4/25/2021
Steuben,31932,26103,4/25/2021
Suffolk,641847,452478,4/25/2021
Sullivan,27123,21402,4/25/2021
Tioga,15345,12735,4/25/2021
Tompkins,57197,40341,4/25/2021
Ulster,90029,67412,4/25/2021
Warren,31706,26733,4/25/2021
Washington,22403,18516,4/25/2021
Wayne,36889,30946,4/25/2021
Westchester,478585,347244,4/25/2021
Wyoming,13682,10377,4/25/2021
Yates,9547,7941,4/25/2021
Albany,152222,114933,4/26/2021
Allegany,13519,11899,4/26/2021
Bronx,401943,278827,4/26/2021
Broome,84231,67479,4/26/2021
Cattaraugus,25694,20426,4/26/2021
Cayuga,31098,25055,4/26/2021
Chautauqua,49897,38986,4/26/2021
Chemung,30056,25440,4/26/2021
Chenango,18575,14849,4/26/2021
Clinton,39764,33137,4/26/2021
Columbia,27755,21240,4/26/2021
Cortland,18507,15204,4/26/2021
Delaware,15553,12434,4/26/2021
Dutchess,135170,95606,4/26/2021
Erie,431061,318584,4/26/2021
Essex,17902,15530,4/26/2021
Franklin,20400,17756,4/26/2021
Fulton,17302,13885,4/26/2021
Genesee,22372,17513,4/26/2021
Greene,19556,14435,4/26/2021
Hamilton,2635,2353,4/26/2021
Herkimer,22422,18618,4/26/2021
Jefferson,38631,32070,4/26/2021
Kings,933118,611526,4/26/2021
Lewis,8872,7682,4/26/2021
Livingston,23939,19597,4/26/2021
Madison,32809,27058,4/26/2021
Monroe,347165,272578,4/26/2021
Montgomery,20815,16310,4/26/2021
Nassau,689063,518314,4/26/2021
New York,853404,600609,4/26/2021
Niagara,89917,66015,4/26/2021
Oneida,93349,77474,4/26/2021
Onondaga,224282,176566,4/26/2021
Ontario,54088,43406,4/26/2021
Orange,138480,101113,4/26/2021
Orleans,12894,10159,4/26/2021
Oswego,45633,38237,4/26/2021
Otsego,25715,20735,4/26/2021
Putnam,48916,34990,4/26/2021
Queens,1035872,686874,4/26/2021
Rensselaer,72584,54956,4/26/2021
Richmond,192501,140297,4/26/2021
Rockland,129881,96415,4/26/2021
Saratoga,116997,91704,4/26/2021
Schenectady,81740,60916,4/26/2021
Schoharie,11555,8884,4/26/2021
Schuyler,7270,6140,4/26/2021
Seneca,12516,10137,4/26/2021
St. Lawrence,44919,38800,4/26/2021
Steuben,32054,26351,4/26/2021
Suffolk,647340,461240,4/26/2021
Sullivan,27262,21610,4/26/2021
Tioga,15434,12876,4/26/2021
Tompkins,57278,40851,4/26/2021
Ulster,90422,68081,4/26/2021
Warren,31883,26909,4/26/2021
Washington,22548,18660,4/26/2021
Wayne,36999,31213,4/26/2021
Westchester,482440,352825,4/26/2021
Wyoming,13702,10519,4/26/2021
Yates,9558,7966,4/26/2021
Albany,153314,116581,4/27/2021
Allegany,13565,11926,4/27/2021
Bronx,407174,284727,4/27/2021
Broome,84971,68519,4/27/2021
Cattaraugus,25829,20566,4/27/2021
Cayuga,31260,25468,4/27/2021
Chautauqua,50062,39550,4/27/2021
Chemung,30097,25714,4/27/2021
Chenango,18716,15139,4/27/2021
Clinton,39893,33621,4/27/2021
Columbia,27972,21499,4/27/2021
Cortland,18570,15343,4/27/2021
Delaware,15829,12709,4/27/2021
Dutchess,136005,98170,4/27/2021
Erie,433105,323326,4/27/2021
Essex,18163,15862,4/27/2021
Franklin,20660,18010,4/27/2021
Fulton,17406,13990,4/27/2021
Genesee,22627,17668,4/27/2021
Greene,19961,14693,4/27/2021
Hamilton,2643,2359,4/27/2021
Herkimer,22512,18810,4/27/2021
Jefferson,38759,32442,4/27/2021
Kings,943573,627132,4/27/2021
Lewis,8883,7747,4/27/2021
Livingston,24031,19862,4/27/2021
Madison,33414,27728,4/27/2021
Monroe,349454,276363,4/27/2021
Montgomery,20923,16491,4/27/2021
Nassau,693948,527352,4/27/2021
New York,861490,618407,4/27/2021
Niagara,90466,66869,4/27/2021
Oneida,93607,78162,4/27/2021
Onondaga,225570,180172,4/27/2021
Ontario,54287,43976,4/27/2021
Orange,139836,104262,4/27/2021
Orleans,13078,10328,4/27/2021
Oswego,45941,38826,4/27/2021
Otsego,25883,21133,4/27/2021
Putnam,49379,35800,4/27/2021
Queens,1048730,701963,4/27/2021
Rensselaer,73068,55575,4/27/2021
Richmond,193807,143458,4/27/2021
Rockland,130841,97855,4/27/2021
Saratoga,118108,93435,4/27/2021
Schenectady,82324,61714,4/27/2021
Schoharie,11636,8961,4/27/2021
Schuyler,7281,6174,4/27/2021
Seneca,12608,10218,4/27/2021
St. Lawrence,45081,39214,4/27/2021
Steuben,32170,26596,4/27/2021
Suffolk,653846,469983,4/27/2021
Sullivan,27374,21848,4/27/2021
Tioga,15490,13025,4/27/2021
Tompkins,57387,41366,4/27/2021
Ulster,91066,68973,4/27/2021
Warren,32924,27636,4/27/2021
Washington,22863,18941,4/27/2021
Wayne,37161,31536,4/27/2021
Westchester,486399,357849,4/27/2021
Wyoming,13730,11002,4/27/2021
Yates,9564,8136,4/27/2021
Albany,154995,118509,4/28/2021
Allegany,13854,12231,4/28/2021
Bronx,412458,290964,4/28/2021
Broome,85816,69905,4/28/2021
Cattaraugus,25935,21015,4/28/2021
Cayuga,31487,25785,4/28/2021
Chautauqua,50243,41068,4/28/2021
Chemung,30420,26093,4/28/2021
Chenango,19109,15664,4/28/2021
Clinton,40014,34102,4/28/2021
Columbia,28511,22463,4/28/2021
Cortland,18899,15836,4/28/2021
Delaware,16149,12966,4/28/2021
Dutchess,137076,99671,4/28/2021
Erie,435595,327259,4/28/2021
Essex,18713,16324,4/28/2021
Franklin,20748,18205,4/28/2021
Fulton,18044,14397,4/28/2021
Genesee,23114,17916,4/28/2021
Greene,20116,15284,4/28/2021
Hamilton,2660,2374,4/28/2021
Herkimer,23000,19233,4/28/2021
Jefferson,39072,32851,4/28/2021
Kings,952959,645373,4/28/2021
Lewis,9020,7826,4/28/2021
Livingston,25074,20505,4/28/2021
Madison,34185,28301,4/28/2021
Monroe,355718,283006,4/28/2021
Montgomery,21314,16897,4/28/2021
Nassau,701037,536368,4/28/2021
New York,868629,635386,4/28/2021
Niagara,91368,67608,4/28/2021
Oneida,95509,79494,4/28/2021
Onondaga,229498,185366,4/28/2021
Ontario,54929,45083,4/28/2021
Orange,141816,105799,4/28/2021
Orleans,13663,10577,4/28/2021
Oswego,47709,40258,4/28/2021
Otsego,26225,21452,4/28/2021
Putnam,49687,36096,4/28/2021
Queens,1060253,720240,4/28/2021
Rensselaer,74909,57056,4/28/2021
Richmond,195007,146534,4/28/2021
Rockland,131650,99355,4/28/2021
Saratoga,120478,95238,4/28/2021
Schenectady,83309,62839,4/28/2021
Schoharie,11867,9221,4/28/2021
Schuyler,7323,6256,4/28/2021
Seneca,12647,10317,4/28/2021
St. Lawrence,45215,39571,4/28/2021
Steuben,32755,27072,4/28/2021
Suffolk,661494,479263,4/28/2021
Sullivan,28116,22287,4/28/2021
Tioga,16116,13415,4/28/2021
Tompkins,58213,42775,4/28/2021
Ulster,92553,70309,4/28/2021
Warren,33722,28249,4/28/2021
Washington,24713,19934,4/28/2021
Wayne,38513,32295,4/28/2021
Westchester,489466,362802,4/28/2021
Wyoming,14092,11283,4/28/2021
Yates,9611,8295,4/28/2021
Albany,156557,121066,4/29/2021
Allegany,14004,12564,4/29/2021
Bronx,417938,297377,4/29/2021
Broome,86581,71103,4/29/2021
Cattaraugus,26085,21623,4/29/2021
Cayuga,31631,26096,4/29/2021
Chautauqua,50543,42287,4/29/2021
Chemung,30549,26469,4/29/2021
Chenango,19291,15797,4/29/2021
Clinton,40117,34499,4/29/2021
Columbia,28797,22791,4/29/2021
Cortland,19005,16246,4/29/2021
Delaware,16395,13209,4/29/2021
Dutchess,138023,102424,4/29/2021
Erie,438740,332890,4/29/2021
Essex,18899,16539,4/29/2021
Franklin,20867,18408,4/29/2021
Fulton,18339,14703,4/29/2021
Genesee,23227,18163,4/29/2021
Greene,20242,15435,4/29/2021
Hamilton,2675,2414,4/29/2021
Herkimer,23133,19531,4/29/2021
Jefferson,39315,33231,4/29/2021
Kings,960851,661976,4/29/2021
Lewis,9080,7907,4/29/2021
Livingston,25209,20987,4/29/2021
Madison,34775,29094,4/29/2021
Monroe,359235,289080,4/29/2021
Montgomery,21783,17142,4/29/2021
Nassau,708497,548011,4/29/2021
New York,873901,650326,4/29/2021
Niagara,92545,69659,4/29/2021
Oneida,96552,81012,4/29/2021
Onondaga,230607,189469,4/29/2021
Ontario,55390,46009,4/29/2021
Orange,143412,107469,4/29/2021
Orleans,13782,10984,4/29/2021
Oswego,48001,40692,4/29/2021
Otsego,26454,21712,4/29/2021
Putnam,50121,36655,4/29/2021
Queens,1070077,736829,4/29/2021
Rensselaer,75608,58248,4/29/2021
Richmond,196278,149474,4/29/2021
Rockland,132457,101207,4/29/2021
Saratoga,121352,97107,4/29/2021
Schenectady,84196,64338,4/29/2021
Schoharie,12013,9336,4/29/2021
Schuyler,7362,6338,4/29/2021
Seneca,12729,10421,4/29/2021
St. Lawrence,45432,39915,4/29/2021
Steuben,33193,27750,4/29/2021
Suffolk,671938,494889,4/29/2021
Sullivan,28508,22632,4/29/2021
Tioga,16308,13700,4/29/2021
Tompkins,58513,44568,4/29/2021
Ulster,93128,71201,4/29/2021
Warren,33995,28635,4/29/2021
Washington,24939,20261,4/29/2021
Wayne,38807,32815,4/29/2021
Westchester,493569,370552,4/29/2021
Wyoming,14242,11419,4/29/2021
Yates,9659,8362,4/29/2021
Albany,157842,122893,4/30/2021
Allegany,14024,12687,4/30/2021
Bronx,422750,302544,4/30/2021
Broome,87157,71978,4/30/2021
Cattaraugus,26197,21834,4/30/2021
Cayuga,31767,26564,4/30/2021
Chautauqua,50905,42587,4/30/2021
Chemung,30651,26880,4/30/2021
Chenango,19423,16088,4/30/2021
Clinton,40302,35109,4/30/2021
Columbia,28957,23013,4/30/2021
Cortland,19083,16357,4/30/2021
Delaware,16483,13309,4/30/2021
Dutchess,138676,103970,4/30/2021
Erie,440775,336992,4/30/2021
Essex,18975,16667,4/30/2021
Franklin,20929,18514,4/30/2021
Fulton,18478,14763,4/30/2021
Genesee,23359,18484,4/30/2021
Greene,20321,16026,4/30/2021
Hamilton,2677,2419,4/30/2021
Herkimer,23230,19672,4/30/2021
Jefferson,39469,33406,4/30/2021
Kings,968222,676200,4/30/2021
Lewis,9136,7947,4/30/2021
Livingston,25311,21264,4/30/2021
Madison,34869,29410,4/30/2021
Monroe,360958,292259,4/30/2021
Montgomery,21868,17224,4/30/2021
Nassau,714424,556710,4/30/2021
New York,879004,662045,4/30/2021
Niagara,93228,70400,4/30/2021
Oneida,96911,81793,4/30/2021
Onondaga,231354,192105,4/30/2021
Ontario,55601,46323,4/30/2021
Orange,144109,109236,4/30/2021
Orleans,13833,11102,4/30/2021
Oswego,48167,40971,4/30/2021
Otsego,26607,22039,4/30/2021
Putnam,50460,37073,4/30/2021
Queens,1079678,750763,4/30/2021
Rensselaer,75940,59213,4/30/2021
Richmond,197737,151438,4/30/2021
Rockland,133102,102085,4/30/2021
Saratoga,122015,98196,4/30/2021
Schenectady,84624,65342,4/30/2021
Schoharie,12064,9568,4/30/2021
Schuyler,7405,6395,4/30/2021
Seneca,12794,10463,4/30/2021
St. Lawrence,45609,40484,4/30/2021
Steuben,33326,28367,4/30/2021
Suffolk,694930,520923,4/30/2021
Sullivan,28627,22865,4/30/2021
Tioga,16407,13861,4/30/2021
Tompkins,58967,45228,4/30/2021
Ulster,93643,72675,4/30/2021
Warren,34210,28849,4/30/2021
Washington,25075,20438,4/30/2021
Wayne,38944,33030,4/30/2021
Westchester,497008,376383,4/30/2021
Wyoming,14277,11537,4/30/2021
Yates,9716,8393,4/30/2021
Albany,158277,123717,5/1/2021
Allegany,14039,12695,5/1/2021
Bronx,425789,305606,5/1/2021
Broome,87460,72423,5/1/2021
Cattaraugus,26270,21943,5/1/2021
Cayuga,31848,26675,5/1/2021
Chautauqua,51008,42706,5/1/2021
Chemung,30702,26939,5/1/2021
Chenango,19468,16152,5/1/2021
Clinton,40403,35387,5/1/2021
Columbia,29012,23086,5/1/2021
Cortland,19109,16398,5/1/2021
Delaware,16535,13499,5/1/2021
Dutchess,138997,105151,5/1/2021
Erie,443130,339344,5/1/2021
Essex,18995,16732,5/1/2021
Franklin,20966,18578,5/1/2021
Fulton,18496,14807,5/1/2021
Genesee,23408,18529,5/1/2021
Greene,20371,16075,5/1/2021
Hamilton,2678,2423,5/1/2021
Herkimer,23321,19771,5/1/2021
Jefferson,39567,33478,5/1/2021
Kings,973076,687002,5/1/2021
Lewis,9148,7960,5/1/2021
Livingston,25353,21317,5/1/2021
Madison,34918,29641,5/1/2021
Monroe,361861,294471,5/1/2021
Montgomery,21908,17271,5/1/2021
Nassau,717586,560772,5/1/2021
New York,881993,670122,5/1/2021
Niagara,93645,70931,5/1/2021
Oneida,97068,82363,5/1/2021
Onondaga,231789,193307,5/1/2021
Ontario,55709,46500,5/1/2021
Orange,144439,110038,5/1/2021
Orleans,13856,11138,5/1/2021
Oswego,48299,41158,5/1/2021
Otsego,26678,22175,5/1/2021
Putnam,50583,37290,5/1/2021
Queens,1087193,762272,5/1/2021
Rensselaer,76252,59533,5/1/2021
Richmond,198519,152661,5/1/2021
Rockland,133509,102609,5/1/2021
Saratoga,122307,98926,5/1/2021
Schenectady,84882,65668,5/1/2021
Schoharie,12113,9667,5/1/2021
Schuyler,7421,6425,5/1/2021
Seneca,12820,10511,5/1/2021
St. Lawrence,45714,40709,5/1/2021
Steuben,33379,28444,5/1/2021
Suffolk,698123,526613,5/1/2021
Sullivan,28703,22956,5/1/2021
Tioga,16448,13917,5/1/2021
Tompkins,59029,45492,5/1/2021
Ulster,93850,73006,5/1/2021
Warren,34260,29011,5/1/2021
Washington,25151,20674,5/1/2021
Wayne,39150,33152,5/1/2021
Westchester,498785,378792,5/1/2021
Wyoming,14316,11576,5/1/2021
Yates,9727,8407,5/1/2021
Albany,158728,124770,5/2/2021
Allegany,14046,12706,5/2/2021
Bronx,427488,307572,5/2/2021
Broome,87847,72901,5/2/2021
Cattaraugus,26287,21966,5/2/2021
Cayuga,31898,26806,5/2/2021
Chautauqua,51025,42710,5/2/2021
Chemung,30723,26983,5/2/2021
Chenango,19527,16202,5/2/2021
Clinton,40468,35620,5/2/2021
Columbia,29071,23155,5/2/2021
Cortland,19147,16467,5/2/2021
Delaware,16593,13584,5/2/2021
Dutchess,139203,105935,5/2/2021
Erie,443744,340755,5/2/2021
Essex,19086,16814,5/2/2021
Franklin,21106,18626,5/2/2021
Fulton,18516,14841,5/2/2021
Genesee,23438,18571,5/2/2021
Greene,20488,16161,5/2/2021
Hamilton,2679,2424,5/2/2021
Herkimer,23335,19823,5/2/2021
Jefferson,39637,33535,5/2/2021
Kings,976956,697496,5/2/2021
Lewis,9162,7968,5/2/2021
Livingston,25373,21368,5/2/2021
Madison,35078,29816,5/2/2021
