,Date,County,Place of Fatality,Deaths by County of Residence,New Positives,Patients Currently Hospitalized,Patients Newly Admitted
19236,2/2/2021,Franklin,10,10,5.0,5.0,1.0
19237,2/2/2021,Fulton,51,69,17.0,12.0,3.0
19238,2/2/2021,Genesee,97,109,18.0,13.0,0.0
19239,2/2/2021,Greene,29,67,9.0,~,~
19240,2/2/2021,Hamilton,0,1,1.0,~,~
19241,2/2/2021,Herkimer,47,94,13.0,6.0,0.0
19242,2/2/2021,Jefferson,41,50,37.0,27.0,5.0
19243,2/2/2021,Kings,"5,382","5,988",808.0,927.0,42.0
19244,2/2/2021,Lewis,11,26,11.0,11.0,2.0
19245,2/2/2021,Livingston,30,49,27.0,6.0,0.0
19246,2/2/2021,Madison,72,81,16.0,8.0,0.0
19247,2/2/2021,New York,"4,026","2,457",381.0,1052.0,48.0
19248,2/2/2021,Monroe,"1,012",897,230.0,448.0,28.0
19249,2/2/2021,Montgomery,79,88,13.0,24.0,3.0
19250,2/2/2021,Nassau,"3,284","2,702",547.0,750.0,47.0
19251,2/2/2021,Niagara,191,281,90.0,22.0,3.0
19252,2/2/2021,Oneida,445,426,68.0,134.0,8.0
19253,2/2/2021,Onondaga,656,580,118.0,140.0,12.0
19254,2/2/2021,Ontario,100,88,21.0,24.0,2.0
19255,2/2/2021,Orange,616,594,84.0,137.0,9.0
19256,2/2/2021,Orleans,47,78,25.0,3.0,1.0
19257,2/2/2021,Oswego,65,85,27.0,16.0,2.0
19258,2/2/2021,Otsego,47,33,11.0,29.0,4.0
19259,2/2/2021,Putnam,77,82,9.0,17.0,1.0
19260,2/2/2021,Queens,"4,720","5,867",725.0,867.0,60.0
19261,2/2/2021,Rensselaer,100,119,29.0,40.0,6.0
19262,2/2/2021,Richmond,982,994,196.0,194.0,17.0
19263,2/2/2021,Rockland,612,653,120.0,99.0,6.0
19264,2/2/2021,Saratoga,93,124,61.0,34.0,1.0
19265,2/2/2021,Schenectady,143,155,45.0,38.0,9.0
19266,2/2/2021,Schoharie,2,9,2.0,3.0,0.0
19267,2/2/2021,Schuyler,4,10,3.0,2.0,1.0
19268,2/2/2021,Seneca,30,49,7.0,~,~
19270,2/2/2021,Steuben,118,136,33.0,23.0,1.0
19271,2/2/2021,Suffolk,"2,865","2,828",527.0,668.0,37.0
19272,2/2/2021,Sullivan,45,57,8.0,4.0,0.0
19273,2/2/2021,Tioga,39,55,21.0,~,~
19274,2/2/2021,Tompkins,36,34,13.0,15.0,0.0
19275,2/2/2021,Ulster,127,212,10.0,35.0,4.0
19276,2/2/2021,Warren,65,48,28.0,30.0,2.0
19277,2/2/2021,Washington,26,40,18.0,~,~
19278,2/2/2021,Wayne,35,59,17.0,16.0,1.0
19279,2/2/2021,Westchester,"2,104","1,938",339.0,521.0,31.0
19280,2/2/2021,Wyoming,34,46,10.0,4.0,0.0
19281,2/2/2021,Yates,19,25,7.0,3.0,0.0
19282,2/3/2021,Albany,465,301,162.0,221.0,18.0
19283,2/3/2021,Allegany,55,79,18.0,6.0,1.0
19284,2/3/2021,Bronx,"3,487","3,822",503.0,646.0,55.0
19285,2/3/2021,Broome,327,301,119.0,144.0,1.0
19286,2/3/2021,Cattaraugus,68,70,38.0,19.0,2.0
19287,2/3/2021,Cayuga,72,83,15.0,17.0,1.0
19288,2/3/2021,Chautauqua,105,108,71.0,34.0,2.0
19289,2/3/2021,Chemung,142,119,20.0,31.0,3.0
19290,2/3/2021,Chenango,44,57,29.0,13.0,3.0
19291,2/3/2021,Clinton,26,22,25.0,20.0,1.0
19292,2/3/2021,Columbia,88,88,11.0,33.0,3.0
19293,2/3/2021,Cortland,56,60,19.0,11.0,1.0
19294,2/3/2021,Delaware,17,31,7.0,6.0,0.0
19295,2/3/2021,Dutchess,398,372,70.0,132.0,10.0
19296,2/3/2021,Erie,"1,613","1,484",513.0,305.0,20.0
19297,2/3/2021,Essex,16,22,19.0,10.0,3.0
19298,2/3/2021,Franklin,10,11,13.0,5.0,2.0
19299,2/3/2021,Fulton,51,69,32.0,12.0,1.0
19300,2/3/2021,Genesee,97,109,22.0,14.0,1.0
19301,2/3/2021,Greene,29,67,20.0,~,~
19302,2/3/2021,Hamilton,0,1,16.0,~,~
19303,2/3/2021,Herkimer,47,94,14.0,8.0,2.0
19304,2/3/2021,Jefferson,41,50,30.0,23.0,4.0
19305,2/3/2021,Kings,"5,398","6,006",990.0,919.0,66.0
19306,2/3/2021,Lewis,11,26,16.0,10.0,2.0
19307,2/3/2021,Livingston,30,49,28.0,7.0,1.0
19308,2/3/2021,Madison,72,81,13.0,3.0,0.0
19309,2/3/2021,New York,"4,038","2,465",508.0,1058.0,88.0
19310,2/3/2021,Monroe,"1,016",901,247.0,429.0,29.0
19311,2/3/2021,Montgomery,80,89,12.0,27.0,5.0
19312,2/3/2021,Nassau,"3,296","2,711",611.0,730.0,64.0
19313,2/3/2021,Niagara,191,281,130.0,22.0,1.0
19314,2/3/2021,Oneida,448,429,80.0,130.0,11.0
19315,2/3/2021,Onondaga,660,584,71.0,135.0,13.0
19316,2/3/2021,Ontario,101,88,41.0,22.0,1.0
19317,2/3/2021,Orange,620,598,166.0,132.0,3.0
19318,2/3/2021,Orleans,47,78,35.0,3.0,1.0
19319,2/3/2021,Oswego,65,85,28.0,14.0,1.0
19320,2/3/2021,Otsego,48,33,17.0,32.0,3.0
19321,2/3/2021,Putnam,77,82,24.0,15.0,0.0
19322,2/3/2021,Queens,"4,734","5,884",777.0,841.0,89.0
19323,2/3/2021,Rensselaer,100,119,69.0,44.0,7.0
19324,2/3/2021,Richmond,983,996,161.0,203.0,18.0
19325,2/3/2021,Rockland,614,656,144.0,100.0,12.0
19326,2/3/2021,Saratoga,94,125,77.0,33.0,5.0
19327,2/3/2021,Schenectady,145,158,72.0,38.0,6.0
19328,2/3/2021,Schoharie,2,9,2.0,3.0,0.0
19329,2/3/2021,Schuyler,4,10,5.0,2.0,0.0
19330,2/3/2021,Seneca,30,50,4.0,~,~
19332,2/3/2021,Steuben,118,136,29.0,22.0,3.0
19333,2/3/2021,Suffolk,"2,875","2,838",651.0,653.0,71.0
19334,2/3/2021,Sullivan,45,57,20.0,3.0,0.0
19335,2/3/2021,Tioga,39,55,16.0,~,~
19336,2/3/2021,Tompkins,39,37,43.0,11.0,0.0
19337,2/3/2021,Ulster,127,213,46.0,37.0,8.0
19338,2/3/2021,Warren,65,48,40.0,23.0,0.0
19339,2/3/2021,Washington,27,41,35.0,~,~
19340,2/3/2021,Wayne,35,59,14.0,17.0,0.0
19341,2/3/2021,Westchester,"2,115","1,948",347.0,507.0,59.0
19342,2/3/2021,Wyoming,35,47,24.0,5.0,2.0
19343,2/3/2021,Yates,19,25,7.0,4.0,1.0
19344,2/4/2021,Albany,473,307,115.0,203.0,9.0
19345,2/4/2021,Allegany,55,79,23.0,7.0,0.0
19346,2/4/2021,Bronx,"3,496","3,832",743.0,658.0,53.0
19347,2/4/2021,Broome,330,304,83.0,152.0,6.0
19348,2/4/2021,Cattaraugus,68,70,47.0,19.0,2.0
19349,2/4/2021,Cayuga,72,83,27.0,13.0,2.0
19350,2/4/2021,Chautauqua,107,110,69.0,30.0,1.0
19351,2/4/2021,Chemung,143,120,23.0,31.0,4.0
19352,2/4/2021,Chenango,45,58,20.0,13.0,1.0
19353,2/4/2021,Clinton,27,22,32.0,20.0,2.0
19354,2/4/2021,Columbia,89,89,24.0,33.0,0.0
19355,2/4/2021,Cortland,56,60,9.0,10.0,0.0
19356,2/4/2021,Delaware,17,31,12.0,5.0,1.0
19357,2/4/2021,Dutchess,401,375,167.0,131.0,19.0
19358,2/4/2021,Erie,"1,618","1,487",341.0,300.0,20.0
19359,2/4/2021,Essex,16,23,7.0,10.0,0.0
19360,2/4/2021,Franklin,10,11,28.0,2.0,0.0
19361,2/4/2021,Fulton,51,71,51.0,13.0,2.0
19362,2/4/2021,Genesee,99,111,15.0,16.0,1.0
19363,2/4/2021,Greene,29,67,16.0,~,~
19364,2/4/2021,Hamilton,0,1,9.0,~,~
19365,2/4/2021,Herkimer,48,95,19.0,7.0,0.0
19366,2/4/2021,Jefferson,42,51,59.0,25.0,6.0
19367,2/4/2021,Kings,"5,417","6,023",1217.0,918.0,66.0
19368,2/4/2021,Lewis,11,26,18.0,8.0,2.0
19369,2/4/2021,Livingston,30,49,30.0,7.0,0.0
19370,2/4/2021,Madison,72,81,18.0,8.0,5.0
19371,2/4/2021,New York,"4,053","2,475",688.0,1073.0,107.0
19372,2/4/2021,Monroe,"1,026",910,195.0,407.0,22.0
19373,2/4/2021,Montgomery,83,90,46.0,22.0,1.0
19374,2/4/2021,Nassau,"3,313","2,725",757.0,728.0,66.0
19375,2/4/2021,Niagara,192,284,92.0,21.0,0.0
19376,2/4/2021,Oneida,449,431,91.0,123.0,6.0
19377,2/4/2021,Onondaga,664,587,142.0,137.0,11.0
19378,2/4/2021,Ontario,101,88,22.0,27.0,7.0
19379,2/4/2021,Orange,623,601,212.0,130.0,13.0
19380,2/4/2021,Orleans,47,78,31.0,3.0,0.0
19381,2/4/2021,Oswego,65,85,21.0,14.0,2.0
19382,2/4/2021,Otsego,49,35,22.0,30.0,2.0
19383,2/4/2021,Putnam,77,82,44.0,14.0,2.0
19384,2/4/2021,Queens,"4,749","5,904",1051.0,848.0,94.0
19385,2/4/2021,Rensselaer,100,120,52.0,46.0,9.0
19386,2/4/2021,Richmond,987,"1,000",184.0,201.0,23.0
19387,2/4/2021,Rockland,614,656,158.0,98.0,6.0
19388,2/4/2021,Saratoga,96,127,74.0,33.0,3.0
19389,2/4/2021,Schenectady,146,160,67.0,41.0,5.0
19390,2/4/2021,Schoharie,2,9,4.0,4.0,1.0
19391,2/4/2021,Schuyler,4,10,3.0,2.0,0.0
19392,2/4/2021,Seneca,30,50,8.0,~,~
19394,2/4/2021,Steuben,118,136,30.0,20.0,1.0
19395,2/4/2021,Suffolk,"2,886","2,853",771.0,654.0,83.0
19396,2/4/2021,Sullivan,45,57,35.0,3.0,0.0
19397,2/4/2021,Tioga,39,55,20.0,~,~
19398,2/4/2021,Tompkins,40,38,37.0,9.0,0.0
19399,2/4/2021,Ulster,129,214,59.0,33.0,5.0
19400,2/4/2021,Warren,65,48,20.0,18.0,0.0
19401,2/4/2021,Washington,28,42,38.0,~,~
19402,2/4/2021,Wayne,35,59,16.0,11.0,0.0
19403,2/4/2021,Westchester,"2,119","1,952",476.0,510.0,63.0
19404,2/4/2021,Wyoming,35,47,25.0,6.0,1.0
19405,2/4/2021,Yates,19,25,11.0,6.0,2.0
19406,2/5/2021,Albany,475,308,129.0,200.0,17.0
19407,2/5/2021,Allegany,55,79,13.0,7.0,1.0
19408,2/5/2021,Bronx,"3,509","3,846",1024.0,639.0,38.0
19409,2/5/2021,Broome,335,309,111.0,143.0,1.0
19410,2/5/2021,Cattaraugus,68,71,29.0,20.0,1.0
19411,2/5/2021,Cayuga,72,83,19.0,14.0,2.0
19412,2/5/2021,Chautauqua,109,111,46.0,25.0,3.0
19413,2/5/2021,Chemung,143,120,11.0,29.0,1.0
19414,2/5/2021,Chenango,46,59,19.0,13.0,0.0
19415,2/5/2021,Clinton,27,22,35.0,21.0,0.0
19416,2/5/2021,Columbia,89,89,29.0,31.0,2.0
19417,2/5/2021,Cortland,56,60,13.0,11.0,1.0
19418,2/5/2021,Delaware,17,31,8.0,6.0,2.0
19419,2/5/2021,Dutchess,404,377,186.0,123.0,16.0
19420,2/5/2021,Erie,"1,627","1,495",386.0,291.0,20.0
19421,2/5/2021,Essex,17,24,12.0,7.0,0.0
19422,2/5/2021,Franklin,10,11,41.0,4.0,2.0
19423,2/5/2021,Fulton,51,71,38.0,16.0,3.0
19424,2/5/2021,Genesee,100,112,14.0,12.0,0.0
19425,2/5/2021,Greene,29,67,20.0,~,~
19426,2/5/2021,Hamilton,0,1,4.0,~,~
19427,2/5/2021,Herkimer,49,96,25.0,5.0,0.0
19428,2/5/2021,Jefferson,43,52,40.0,28.0,6.0
19429,2/5/2021,Kings,"5,436","6,045",1538.0,938.0,96.0
19430,2/5/2021,Lewis,11,27,30.0,6.0,0.0
19431,2/5/2021,Livingston,30,49,27.0,8.0,0.0
19432,2/5/2021,Madison,72,81,15.0,7.0,1.0
19433,2/5/2021,New York,"4,066","2,483",872.0,1061.0,89.0
19434,2/5/2021,Monroe,"1,037",921,216.0,384.0,25.0
19435,2/5/2021,Montgomery,84,92,36.0,22.0,3.0
19436,2/5/2021,Nassau,"3,326","2,739",1056.0,711.0,66.0
19437,2/5/2021,Niagara,192,285,112.0,22.0,2.0
19438,2/5/2021,Oneida,456,439,77.0,118.0,6.0
19439,2/5/2021,Onondaga,667,588,134.0,131.0,8.0
19440,2/5/2021,Ontario,101,88,29.0,26.0,1.0
19441,2/5/2021,Orange,623,601,204.0,135.0,16.0
19442,2/5/2021,Orleans,48,79,13.0,1.0,0.0
19443,2/5/2021,Oswego,65,86,33.0,17.0,3.0
19444,2/5/2021,Otsego,51,36,9.0,25.0,2.0
19445,2/5/2021,Putnam,77,82,58.0,14.0,3.0
19446,2/5/2021,Queens,"4,767","5,923",1584.0,839.0,89.0
19447,2/5/2021,Rensselaer,100,120,79.0,46.0,7.0
19448,2/5/2021,Richmond,988,"1,001",332.0,202.0,14.0
19449,2/5/2021,Rockland,614,656,243.0,95.0,8.0
19450,2/5/2021,Saratoga,96,127,73.0,31.0,2.0
19451,2/5/2021,Schenectady,148,162,77.0,37.0,2.0
19452,2/5/2021,Schoharie,2,9,5.0,5.0,1.0
19453,2/5/2021,Schuyler,4,10,5.0,2.0,0.0
19454,2/5/2021,Seneca,30,50,3.0,~,~
19456,2/5/2021,Steuben,118,136,18.0,22.0,3.0
19457,2/5/2021,Suffolk,"2,898","2,863",1100.0,655.0,70.0
19458,2/5/2021,Sullivan,45,57,33.0,5.0,0.0
19459,2/5/2021,Tioga,39,55,21.0,~,~
19460,2/5/2021,Tompkins,41,39,28.0,8.0,0.0
19461,2/5/2021,Ulster,129,215,50.0,31.0,1.0
19462,2/5/2021,Warren,66,48,28.0,16.0,0.0
19463,2/5/2021,Washington,28,43,23.0,~,~
19464,2/5/2021,Wayne,35,59,18.0,8.0,1.0
19465,2/5/2021,Westchester,"2,132","1,966",758.0,496.0,45.0
19466,2/5/2021,Wyoming,36,48,11.0,4.0,0.0
19467,2/5/2021,Yates,19,25,4.0,5.0,0.0
19468,2/6/2021,Albany,479,310,94.0,188.0,12.0
19469,2/6/2021,Allegany,55,80,18.0,7.0,0.0
19470,2/6/2021,Bronx,"3,519","3,858",1223.0,652.0,51.0
19471,2/6/2021,Broome,341,314,73.0,131.0,4.0
19472,2/6/2021,Cattaraugus,68,71,28.0,20.0,1.0
19473,2/6/2021,Cayuga,72,83,13.0,12.0,0.0
19474,2/6/2021,Chautauqua,109,111,37.0,25.0,2.0
19475,2/6/2021,Chemung,144,121,10.0,26.0,1.0
19476,2/6/2021,Chenango,46,59,23.0,13.0,0.0
19477,2/6/2021,Clinton,27,22,37.0,22.0,2.0
19478,2/6/2021,Columbia,90,90,18.0,26.0,0.0
19479,2/6/2021,Cortland,56,60,12.0,10.0,1.0
19480,2/6/2021,Delaware,17,31,16.0,7.0,1.0
19481,2/6/2021,Dutchess,407,381,131.0,106.0,8.0
19482,2/6/2021,Erie,"1,635","1,503",269.0,284.0,23.0
19483,2/6/2021,Essex,17,24,6.0,8.0,1.0
19484,2/6/2021,Franklin,10,11,18.0,5.0,2.0
19485,2/6/2021,Fulton,51,71,25.0,17.0,2.0
19486,2/6/2021,Genesee,101,114,6.0,12.0,3.0
19487,2/6/2021,Greene,29,67,15.0,~,~
19488,2/6/2021,Hamilton,0,1,1.0,~,~
19489,2/6/2021,Herkimer,49,96,21.0,5.0,0.0
19490,2/6/2021,Jefferson,43,52,39.0,28.0,2.0
19491,2/6/2021,Kings,"5,451","6,064",1456.0,949.0,66.0
19492,2/6/2021,Lewis,11,27,7.0,7.0,1.0
19493,2/6/2021,Livingston,30,50,42.0,8.0,0.0
19494,2/6/2021,Madison,72,81,29.0,9.0,2.0
19495,2/6/2021,New York,"4,079","2,491",826.0,1048.0,89.0
19496,2/6/2021,Monroe,"1,044",925,174.0,368.0,20.0
19497,2/6/2021,Montgomery,85,93,19.0,22.0,5.0
19498,2/6/2021,Nassau,"3,334","2,745",870.0,693.0,64.0
19499,2/6/2021,Niagara,193,286,76.0,21.0,1.0
19500,2/6/2021,Oneida,458,441,68.0,107.0,6.0
19501,2/6/2021,Onondaga,671,592,98.0,132.0,12.0
19502,2/6/2021,Ontario,101,88,26.0,23.0,4.0
19503,2/6/2021,Orange,623,601,179.0,125.0,10.0
19504,2/6/2021,Orleans,48,79,15.0,1.0,0.0
19505,2/6/2021,Oswego,65,86,26.0,17.0,0.0
19506,2/6/2021,Otsego,51,36,13.0,25.0,2.0
19507,2/6/2021,Putnam,77,82,34.0,11.0,0.0
19508,2/6/2021,Queens,"4,787","5,943",1433.0,838.0,90.0
19509,2/6/2021,Rensselaer,100,121,37.0,41.0,2.0
19510,2/6/2021,Richmond,992,"1,005",344.0,190.0,18.0
19511,2/6/2021,Rockland,618,659,133.0,84.0,9.0
19512,2/6/2021,Saratoga,98,129,75.0,28.0,2.0
19513,2/6/2021,Schenectady,149,164,69.0,32.0,3.0
19514,2/6/2021,Schoharie,2,9,15.0,6.0,1.0
19515,2/6/2021,Schuyler,4,10,4.0,2.0,0.0
19516,2/6/2021,Seneca,30,50,9.0,~,~
19518,2/6/2021,Steuben,118,136,35.0,18.0,1.0
19519,2/6/2021,Suffolk,"2,914","2,879",854.0,647.0,63.0
19520,2/6/2021,Sullivan,46,58,29.0,5.0,0.0
19521,2/6/2021,Tioga,39,56,18.0,~,~
19522,2/6/2021,Tompkins,41,39,36.0,7.0,1.0
19523,2/6/2021,Ulster,131,217,57.0,31.0,4.0
19524,2/6/2021,Warren,69,51,14.0,14.0,3.0
19525,2/6/2021,Washington,29,44,24.0,~,~
19526,2/6/2021,Wayne,35,59,6.0,6.0,1.0
19527,2/6/2021,Westchester,"2,137","1,971",685.0,491.0,53.0
19528,2/6/2021,Wyoming,36,48,9.0,5.0,1.0
19529,2/6/2021,Yates,19,25,6.0,5.0,0.0
19530,2/7/2021,Albany,481,313,69.0,182.0,5.0
19531,2/7/2021,Allegany,55,80,7.0,6.0,0.0
19532,2/7/2021,Bronx,"3,528","3,867",1014.0,680.0,38.0
19533,2/7/2021,Broome,342,315,44.0,130.0,1.0
19534,2/7/2021,Cattaraugus,68,71,19.0,21.0,1.0
19535,2/7/2021,Cayuga,72,83,13.0,10.0,1.0
19536,2/7/2021,Chautauqua,110,113,27.0,28.0,4.0
19537,2/7/2021,Chemung,146,122,31.0,27.0,4.0
19538,2/7/2021,Chenango,48,61,12.0,12.0,0.0
19539,2/7/2021,Clinton,27,22,42.0,20.0,0.0
19540,2/7/2021,Columbia,90,90,13.0,27.0,1.0
19541,2/7/2021,Cortland,56,60,12.0,8.0,0.0
19542,2/7/2021,Delaware,17,31,8.0,7.0,0.0
19543,2/7/2021,Dutchess,408,382,126.0,110.0,13.0
19544,2/7/2021,Erie,"1,639","1,506",259.0,283.0,23.0
19545,2/7/2021,Essex,17,24,5.0,8.0,0.0
19546,2/7/2021,Franklin,10,11,17.0,6.0,1.0
19547,2/7/2021,Fulton,51,72,10.0,17.0,1.0
19548,2/7/2021,Genesee,101,114,7.0,10.0,0.0
19549,2/7/2021,Greene,29,67,7.0,~,~
19550,2/7/2021,Hamilton,0,1,0.0,~,~
19551,2/7/2021,Herkimer,49,99,18.0,6.0,1.0
19552,2/7/2021,Jefferson,43,52,30.0,30.0,3.0
19553,2/7/2021,Kings,"5,467","6,083",1261.0,964.0,62.0
19554,2/7/2021,Lewis,12,28,12.0,6.0,0.0
19555,2/7/2021,Livingston,30,50,7.0,8.0,0.0
19556,2/7/2021,Madison,72,81,12.0,9.0,0.0
19557,2/7/2021,New York,"4,095","2,501",656.0,1059.0,80.0
19558,2/7/2021,Monroe,"1,051",931,230.0,350.0,14.0
19559,2/7/2021,Montgomery,86,94,14.0,23.0,3.0
19560,2/7/2021,Nassau,"3,343","2,757",664.0,687.0,42.0
19561,2/7/2021,Niagara,193,286,68.0,18.0,2.0
19562,2/7/2021,Oneida,461,443,39.0,108.0,8.0
19563,2/7/2021,Onondaga,674,594,77.0,134.0,7.0
19564,2/7/2021,Ontario,101,88,28.0,24.0,2.0
19565,2/7/2021,Orange,624,602,174.0,133.0,16.0
19566,2/7/2021,Orleans,48,79,9.0,1.0,0.0
19567,2/7/2021,Oswego,65,86,9.0,15.0,0.0
19568,2/7/2021,Otsego,51,36,6.0,25.0,2.0
19569,2/7/2021,Putnam,77,82,33.0,11.0,3.0
19570,2/7/2021,Queens,"4,798","5,954",1306.0,847.0,99.0
19571,2/7/2021,Rensselaer,100,121,40.0,36.0,0.0
19572,2/7/2021,Richmond,995,"1,009",310.0,206.0,21.0
19573,2/7/2021,Rockland,622,663,141.0,86.0,12.0
19574,2/7/2021,Saratoga,98,129,50.0,30.0,2.0
19575,2/7/2021,Schenectady,152,165,37.0,35.0,8.0
19576,2/7/2021,Schoharie,2,9,3.0,5.0,0.0
19577,2/7/2021,Schuyler,4,11,2.0,2.0,0.0
19578,2/7/2021,Seneca,30,50,3.0,~,~
19580,2/7/2021,Steuben,118,136,29.0,19.0,1.0
19581,2/7/2021,Suffolk,"2,922","2,885",696.0,652.0,58.0
19582,2/7/2021,Sullivan,46,58,14.0,5.0,0.0
19583,2/7/2021,Tioga,39,56,15.0,~,~
19584,2/7/2021,Tompkins,41,39,25.0,8.0,1.0
19585,2/7/2021,Ulster,132,218,49.0,27.0,0.0
19586,2/7/2021,Warren,71,53,10.0,16.0,0.0
19587,2/7/2021,Washington,29,44,28.0,~,~
19588,2/7/2021,Wayne,35,59,16.0,7.0,1.0
19589,2/7/2021,Westchester,"2,141","1,976",537.0,498.0,51.0
19590,2/7/2021,Wyoming,36,48,16.0,4.0,0.0
19591,2/7/2021,Yates,19,25,2.0,5.0,0.0
19592,2/8/2021,Albany,485,314,80.0,187.0,16.0
19593,2/8/2021,Allegany,55,80,8.0,5.0,1.0
19594,2/8/2021,Bronx,"3,545","3,885",939.0,695.0,40.0
19595,2/8/2021,Broome,342,315,44.0,135.0,5.0
19596,2/8/2021,Cattaraugus,69,72,8.0,20.0,1.0
19597,2/8/2021,Cayuga,73,84,7.0,7.0,0.0
19598,2/8/2021,Chautauqua,113,116,14.0,29.0,4.0
19599,2/8/2021,Chemung,147,123,12.0,26.0,1.0
19600,2/8/2021,Chenango,48,61,7.0,11.0,0.0
19601,2/8/2021,Clinton,27,22,29.0,18.0,0.0
19602,2/8/2021,Columbia,90,90,21.0,28.0,1.0
19603,2/8/2021,Cortland,56,60,10.0,8.0,0.0
19604,2/8/2021,Delaware,17,31,5.0,9.0,0.0
19605,2/8/2021,Dutchess,408,382,133.0,113.0,10.0
19606,2/8/2021,Erie,"1,650","1,516",131.0,282.0,13.0
19607,2/8/2021,Essex,17,24,6.0,8.0,0.0
19608,2/8/2021,Franklin,10,11,14.0,6.0,0.0
19609,2/8/2021,Fulton,52,73,50.0,15.0,0.0
19610,2/8/2021,Genesee,102,115,7.0,9.0,0.0
19611,2/8/2021,Greene,29,67,5.0,~,~
19612,2/8/2021,Hamilton,0,1,3.0,~,~
19613,2/8/2021,Herkimer,49,99,13.0,7.0,1.0
19614,2/8/2021,Jefferson,46,55,20.0,25.0,1.0
19615,2/8/2021,Kings,"5,480","6,095",1357.0,1007.0,50.0
19616,2/8/2021,Lewis,12,28,6.0,6.0,1.0
19617,2/8/2021,Livingston,32,52,15.0,7.0,1.0
19618,2/8/2021,Madison,72,81,8.0,10.0,2.0
19619,2/8/2021,New York,"4,105","2,510",555.0,1110.0,83.0
19620,2/8/2021,Monroe,"1,054",934,75.0,345.0,21.0
19621,2/8/2021,Montgomery,86,94,30.0,21.0,1.0
19622,2/8/2021,Nassau,"3,356","2,768",820.0,710.0,60.0
19623,2/8/2021,Niagara,194,288,27.0,17.0,1.0
19624,2/8/2021,Oneida,464,446,37.0,105.0,5.0
19625,2/8/2021,Onondaga,680,600,59.0,136.0,11.0
19626,2/8/2021,Ontario,101,88,14.0,22.0,1.0
19627,2/8/2021,Orange,627,605,135.0,133.0,7.0
19628,2/8/2021,Orleans,48,79,6.0,1.0,0.0
19629,2/8/2021,Oswego,65,86,15.0,15.0,1.0
19630,2/8/2021,Otsego,52,37,5.0,30.0,7.0
19631,2/8/2021,Putnam,78,83,31.0,12.0,1.0
19632,2/8/2021,Queens,"4,811","5,970",1259.0,866.0,72.0
19633,2/8/2021,Rensselaer,101,121,28.0,35.0,4.0
19634,2/8/2021,Richmond,998,"1,012",242.0,206.0,12.0
19635,2/8/2021,Rockland,622,663,158.0,87.0,3.0
19636,2/8/2021,Saratoga,99,132,42.0,27.0,1.0
19637,2/8/2021,Schenectady,152,167,29.0,41.0,7.0
19638,2/8/2021,Schoharie,2,9,5.0,5.0,0.0
19639,2/8/2021,Schuyler,4,11,0.0,2.0,0.0
19640,2/8/2021,Seneca,30,50,4.0,~,~
19642,2/8/2021,Steuben,118,136,11.0,21.0,2.0
19643,2/8/2021,Suffolk,"2,939","2,901",712.0,660.0,45.0
19644,2/8/2021,Sullivan,46,58,12.0,7.0,2.0
19645,2/8/2021,Tioga,39,56,8.0,~,~
19646,2/8/2021,Tompkins,41,39,6.0,10.0,1.0
19647,2/8/2021,Ulster,132,218,46.0,28.0,1.0
19648,2/8/2021,Warren,71,53,14.0,16.0,1.0
19649,2/8/2021,Washington,29,44,24.0,~,~
19650,2/8/2021,Wayne,35,59,9.0,6.0,0.0
19651,2/8/2021,Westchester,"2,149","1,984",459.0,495.0,30.0
19652,2/8/2021,Wyoming,36,48,11.0,4.0,0.0
19653,2/8/2021,Yates,19,25,0.0,4.0,0.0
19654,2/9/2021,Albany,490,316,68.0,182.0,17.0
19655,2/9/2021,Allegany,55,80,12.0,6.0,1.0
19656,2/9/2021,Bronx,"3,557","3,900",728.0,695.0,53.0
19657,2/9/2021,Broome,343,316,64.0,137.0,1.0
19658,2/9/2021,Cattaraugus,69,72,34.0,17.0,0.0
19659,2/9/2021,Cayuga,73,85,22.0,9.0,2.0
19660,2/9/2021,Chautauqua,113,116,49.0,27.0,3.0
19661,2/9/2021,Chemung,148,123,19.0,27.0,3.0
19662,2/9/2021,Chenango,48,61,10.0,9.0,0.0
19663,2/9/2021,Clinton,27,22,27.0,14.0,1.0
19664,2/9/2021,Columbia,90,90,6.0,26.0,1.0
19665,2/9/2021,Cortland,56,60,6.0,9.0,1.0
19666,2/9/2021,Delaware,17,31,11.0,9.0,0.0
19667,2/9/2021,Dutchess,410,385,93.0,91.0,7.0
19668,2/9/2021,Erie,"1,655","1,520",350.0,271.0,20.0
19669,2/9/2021,Essex,17,24,8.0,7.0,0.0
19670,2/9/2021,Franklin,10,11,4.0,5.0,0.0
19671,2/9/2021,Fulton,53,73,25.0,10.0,0.0
19672,2/9/2021,Genesee,102,116,9.0,8.0,1.0
19673,2/9/2021,Greene,29,67,10.0,~,~
19674,2/9/2021,Hamilton,0,1,7.0,~,~
19675,2/9/2021,Herkimer,50,100,14.0,6.0,0.0
19676,2/9/2021,Jefferson,46,55,44.0,23.0,2.0
19677,2/9/2021,Kings,"5,494","6,111",1026.0,1000.0,72.0
19678,2/9/2021,Lewis,12,28,12.0,8.0,2.0
19679,2/9/2021,Livingston,32,52,30.0,7.0,0.0
19680,2/9/2021,Madison,72,81,22.0,10.0,0.0
19681,2/9/2021,New York,"4,126","2,522",531.0,1084.0,88.0
19682,2/9/2021,Monroe,"1,061",939,204.0,313.0,21.0
19683,2/9/2021,Montgomery,86,95,9.0,21.0,0.0
