,Date,County,Place of Fatality,Deaths by County of Residence,New Positives,Patients Currently Hospitalized,Patients Newly Admitted
0,3/27/2020,Albany,0,0,8.0,18.0,1.0
1,3/27/2020,Allegany,0,0,0.0,0.0,0.0
2,3/27/2020,Bronx,0,0,846.0,826.0,26.0
3,3/27/2020,Broome,4,0,5.0,5.0,0.0
4,3/27/2020,Cattaraugus,0,0,1.0,0.0,0.0
5,3/27/2020,Cayuga,0,0,0.0,0.0,0.0
6,3/27/2020,Chautauqua,0,0,4.0,0.0,0.0
7,3/27/2020,Chemung,0,0,1.0,1.0,0.0
8,3/27/2020,Chenango,0,0,4.0,1.0,0.0
9,3/27/2020,Clinton,0,0,1.0,4.0,0.0
10,3/27/2020,Columbia,0,0,2.0,2.0,1.0
11,3/27/2020,Cortland,0,0,1.0,0.0,0.0
12,3/27/2020,Delaware,0,0,0.0,0.0,0.0
13,3/27/2020,Dutchess,2,0,37.0,41.0,1.0
14,3/27/2020,Erie,6,0,99.0,52.0,8.0
15,3/27/2020,Essex,0,0,0.0,0.0,0.0
16,3/27/2020,Franklin,0,0,2.0,0.0,0.0
17,3/27/2020,Fulton,0,0,0.0,0.0,0.0
18,3/27/2020,Genesee,0,0,1.0,4.0,2.0
19,3/27/2020,Greene,0,0,1.0,~,~
20,3/27/2020,Hamilton,0,0,0.0,~,~
21,3/27/2020,Herkimer,0,0,0.0,0.0,0.0
22,3/27/2020,Jefferson,0,0,3.0,0.0,0.0
23,3/27/2020,Kings,0,0,1238.0,1153.0,191.0
24,3/27/2020,Lewis,0,0,0.0,0.0,0.0
25,3/27/2020,Livingston,0,0,2.0,0.0,0.0
26,3/27/2020,Madison,1,0,2.0,1.0,0.0
27,3/27/2020,Monroe,4,0,32.0,34.0,3.0
28,3/27/2020,Montgomery,0,0,0.0,3.0,0.0
29,3/27/2020,Nassau,75,0,880.0,901.0,113.0
30,3/27/2020,New York,0,0,631.0,1738.0,378.0
31,3/27/2020,Niagara,0,0,10.0,2.0,1.0
32,3/27/2020,Oneida,0,0,10.0,4.0,3.0
33,3/27/2020,Onondaga,1,0,14.0,20.0,2.0
34,3/27/2020,Ontario,0,0,2.0,4.0,0.0
35,3/27/2020,Orange,5,0,190.0,67.0,2.0
36,3/27/2020,Orleans,0,0,0.0,1.0,1.0
37,3/27/2020,Oswego,0,0,3.0,0.0,0.0
38,3/27/2020,Otsego,2,0,2.0,5.0,0.0
39,3/27/2020,Putnam,0,0,20.0,12.0,0.0
40,3/27/2020,Queens,0,0,1238.0,1339.0,125.0
41,3/27/2020,Rensselaer,0,0,3.0,1.0,0.0
42,3/27/2020,Richmond,0,0,415.0,200.0,10.0
43,3/27/2020,Rockland,6,0,439.0,63.0,24.0
44,3/27/2020,Saratoga,0,0,14.0,6.0,0.0
45,3/27/2020,Schenectady,1,0,6.0,11.0,0.0
46,3/27/2020,Schoharie,0,0,2.0,0.0,0.0
47,3/27/2020,Schuyler,0,0,1.0,0.0,0.0
48,3/27/2020,Seneca,0,0,0.0,~,~
50,3/27/2020,Steuben,0,0,1.0,0.0,0.0
51,3/27/2020,Suffolk,40,0,753.0,409.0,57.0
52,3/27/2020,Sullivan,0,0,8.0,4.0,0.0
53,3/27/2020,Tioga,0,0,2.0,~,~
54,3/27/2020,Tompkins,0,0,19.0,2.0,0.0
55,3/27/2020,Ulster,0,0,29.0,7.0,3.0
56,3/27/2020,Warren,0,0,5.0,2.0,0.0
57,3/27/2020,Washington,0,0,0.0,~,~
58,3/27/2020,Wayne,0,0,1.0,2.0,2.0
59,3/27/2020,Westchester,36,0,688.0,383.0,32.0
60,3/27/2020,Wyoming,0,0,0.0,0.0,0.0
61,3/27/2020,Yates,0,0,0.0,0.0,0.0
62,3/28/2020,Albany,0,0,10.0,31.0,9.0
63,3/28/2020,Allegany,0,0,4.0,0.0,0.0
64,3/28/2020,Bronx,0,0,901.0,957.0,50.0
65,3/28/2020,Broome,4,0,6.0,7.0,0.0
66,3/28/2020,Cattaraugus,0,0,3.0,1.0,0.0
67,3/28/2020,Cayuga,0,0,0.0,0.0,0.0
68,3/28/2020,Chautauqua,0,0,0.0,0.0,0.0
69,3/28/2020,Chemung,0,0,3.0,2.0,1.0
70,3/28/2020,Chenango,0,0,7.0,1.0,0.0
71,3/28/2020,Clinton,0,0,1.0,4.0,0.0
72,3/28/2020,Columbia,0,0,1.0,3.0,0.0
73,3/28/2020,Cortland,0,0,1.0,0.0,0.0
74,3/28/2020,Delaware,0,0,0.0,0.0,0.0
75,3/28/2020,Dutchess,2,0,58.0,42.0,1.0
76,3/28/2020,Erie,6,0,40.0,89.0,13.0
77,3/28/2020,Essex,0,0,0.0,0.0,0.0
78,3/28/2020,Franklin,0,0,2.0,0.0,0.0
79,3/28/2020,Fulton,0,0,0.0,0.0,0.0
80,3/28/2020,Genesee,0,0,2.0,2.0,0.0
81,3/28/2020,Greene,0,0,0.0,~,~
82,3/28/2020,Hamilton,0,0,0.0,~,~
83,3/28/2020,Herkimer,1,0,1.0,0.0,0.0
84,3/28/2020,Jefferson,0,0,1.0,0.0,0.0
85,3/28/2020,Kings,0,0,973.0,1270.0,139.0
86,3/28/2020,Lewis,0,0,2.0,0.0,0.0
87,3/28/2020,Livingston,0,0,5.0,0.0,0.0
88,3/28/2020,Madison,1,0,5.0,0.0,0.0
89,3/28/2020,Monroe,6,0,27.0,42.0,8.0
90,3/28/2020,Montgomery,0,0,1.0,3.0,0.0
91,3/28/2020,Nassau,100,0,908.0,1055.0,116.0
92,3/28/2020,New York,0,0,590.0,2025.0,362.0
93,3/28/2020,Niagara,0,0,5.0,2.0,0.0
94,3/28/2020,Oneida,0,0,3.0,7.0,3.0
95,3/28/2020,Onondaga,1,0,23.0,25.0,1.0
96,3/28/2020,Ontario,0,0,2.0,5.0,1.0
97,3/28/2020,Orange,10,0,146.0,88.0,1.0
98,3/28/2020,Orleans,0,0,0.0,0.0,0.0
99,3/28/2020,Oswego,0,0,1.0,0.0,0.0
100,3/28/2020,Otsego,2,0,3.0,5.0,0.0
101,3/28/2020,Putnam,0,0,13.0,11.0,0.0
102,3/28/2020,Queens,0,0,1136.0,1491.0,157.0
103,3/28/2020,Rensselaer,0,0,1.0,2.0,0.0
104,3/28/2020,Richmond,0,0,402.0,259.0,18.0
105,3/28/2020,Rockland,9,0,313.0,83.0,17.0
106,3/28/2020,Saratoga,0,0,6.0,9.0,2.0
107,3/28/2020,Schenectady,1,0,4.0,12.0,1.0
108,3/28/2020,Schoharie,0,0,0.0,0.0,0.0
109,3/28/2020,Schuyler,0,0,0.0,0.0,0.0
110,3/28/2020,Seneca,0,0,0.0,~,~
112,3/28/2020,Steuben,0,0,4.0,0.0,0.0
113,3/28/2020,Suffolk,52,0,885.0,502.0,111.0
114,3/28/2020,Sullivan,0,0,16.0,6.0,0.0
115,3/28/2020,Tioga,0,0,0.0,~,~
116,3/28/2020,Tompkins,0,0,7.0,2.0,0.0
117,3/28/2020,Ulster,0,0,18.0,9.0,2.0
118,3/28/2020,Warren,1,0,5.0,2.0,0.0
119,3/28/2020,Washington,0,0,1.0,~,~
120,3/28/2020,Wayne,0,0,0.0,1.0,0.0
121,3/28/2020,Westchester,54,0,644.0,448.0,30.0
122,3/28/2020,Wyoming,0,0,1.0,0.0,0.0
123,3/28/2020,Yates,0,0,0.0,0.0,0.0
124,3/29/2020,Albany,0,0,12.0,34.0,2.0
125,3/29/2020,Allegany,0,0,1.0,1.0,0.0
126,3/29/2020,Bronx,0,0,658.0,1020.0,38.0
127,3/29/2020,Broome,4,0,6.0,14.0,3.0
128,3/29/2020,Cattaraugus,0,0,2.0,2.0,0.0
129,3/29/2020,Cayuga,0,0,1.0,0.0,0.0
130,3/29/2020,Chautauqua,0,0,0.0,0.0,0.0
131,3/29/2020,Chemung,0,0,0.0,3.0,1.0
132,3/29/2020,Chenango,0,0,2.0,1.0,0.0
133,3/29/2020,Clinton,0,0,4.0,4.0,0.0
134,3/29/2020,Columbia,0,0,3.0,8.0,0.0
135,3/29/2020,Cortland,0,0,2.0,0.0,0.0
136,3/29/2020,Delaware,0,0,3.0,0.0,0.0
137,3/29/2020,Dutchess,4,0,72.0,52.0,2.0
138,3/29/2020,Erie,9,0,18.0,84.0,19.0
139,3/29/2020,Essex,0,0,0.0,0.0,0.0
140,3/29/2020,Franklin,0,0,0.0,0.0,0.0
141,3/29/2020,Fulton,0,0,0.0,0.0,0.0
142,3/29/2020,Genesee,0,0,0.0,1.0,0.0
143,3/29/2020,Greene,0,0,3.0,~,~
144,3/29/2020,Hamilton,0,0,0.0,~,~
145,3/29/2020,Herkimer,1,0,2.0,0.0,0.0
146,3/29/2020,Jefferson,0,0,4.0,0.0,0.0
147,3/29/2020,Kings,0,0,1011.0,1427.0,140.0
148,3/29/2020,Lewis,0,0,0.0,2.0,0.0
149,3/29/2020,Livingston,0,0,2.0,0.0,0.0
150,3/29/2020,Madison,1,0,10.0,1.0,1.0
151,3/29/2020,Monroe,7,0,23.0,51.0,10.0
152,3/29/2020,Montgomery,0,0,0.0,3.0,0.0
153,3/29/2020,Nassau,130,0,899.0,1167.0,76.0
154,3/29/2020,New York,0,0,422.0,2241.0,291.0
155,3/29/2020,Niagara,0,0,3.0,2.0,1.0
156,3/29/2020,Oneida,0,0,8.0,10.0,4.0
157,3/29/2020,Onondaga,1,0,28.0,27.0,1.0
158,3/29/2020,Ontario,0,0,2.0,3.0,2.0
159,3/29/2020,Orange,11,0,188.0,104.0,13.0
160,3/29/2020,Orleans,0,0,1.0,0.0,0.0
161,3/29/2020,Oswego,0,0,6.0,0.0,0.0
162,3/29/2020,Otsego,2,0,7.0,6.0,0.0
163,3/29/2020,Putnam,0,0,23.0,16.0,3.0
164,3/29/2020,Queens,0,0,1258.0,1636.0,138.0
165,3/29/2020,Rensselaer,0,0,1.0,2.0,0.0
166,3/29/2020,Richmond,0,0,336.0,307.0,30.0
167,3/29/2020,Rockland,14,0,302.0,122.0,35.0
168,3/29/2020,Saratoga,0,0,3.0,7.0,2.0
169,3/29/2020,Schenectady,1,0,4.0,12.0,1.0
170,3/29/2020,Schoharie,0,0,1.0,0.0,0.0
171,3/29/2020,Schuyler,0,0,1.0,0.0,0.0
172,3/29/2020,Seneca,0,0,0.0,~,~
174,3/29/2020,Steuben,0,0,2.0,0.0,0.0
175,3/29/2020,Suffolk,60,0,768.0,601.0,60.0
176,3/29/2020,Sullivan,0,0,13.0,7.0,0.0
177,3/29/2020,Tioga,0,0,0.0,~,~
178,3/29/2020,Tompkins,0,0,14.0,1.0,0.0
179,3/29/2020,Ulster,0,0,44.0,11.0,2.0
180,3/29/2020,Warren,1,0,0.0,4.0,0.0
181,3/29/2020,Washington,0,0,0.0,~,~
182,3/29/2020,Wayne,0,0,3.0,1.0,0.0
183,3/29/2020,Westchester,63,0,807.0,522.0,51.0
184,3/29/2020,Wyoming,0,0,0.0,0.0,0.0
185,3/29/2020,Yates,0,0,0.0,0.0,0.0
186,3/30/2020,Albany,0,0,9.0,44.0,9.0
187,3/30/2020,Allegany,0,0,0.0,1.0,0.0
188,3/30/2020,Bronx,0,0,804.0,1260.0,103.0
189,3/30/2020,Broome,4,0,3.0,16.0,1.0
190,3/30/2020,Cattaraugus,0,0,0.0,0.0,0.0
191,3/30/2020,Cayuga,0,0,0.0,0.0,0.0
192,3/30/2020,Chautauqua,0,0,1.0,0.0,0.0
193,3/30/2020,Chemung,0,0,5.0,4.0,0.0
194,3/30/2020,Chenango,0,0,2.0,1.0,0.0
195,3/30/2020,Clinton,0,0,4.0,6.0,2.0
196,3/30/2020,Columbia,0,0,4.0,8.0,0.0
197,3/30/2020,Cortland,0,0,0.0,0.0,0.0
198,3/30/2020,Delaware,0,0,5.0,0.0,0.0
199,3/30/2020,Dutchess,5,0,92.0,55.0,2.0
200,3/30/2020,Erie,9,0,62.0,100.0,4.0
201,3/30/2020,Essex,0,0,0.0,0.0,0.0
202,3/30/2020,Franklin,0,0,3.0,0.0,0.0
203,3/30/2020,Fulton,0,0,0.0,0.0,0.0
204,3/30/2020,Genesee,0,0,1.0,1.0,0.0
205,3/30/2020,Greene,0,0,6.0,~,~
206,3/30/2020,Hamilton,0,0,0.0,~,~
207,3/30/2020,Herkimer,1,0,0.0,0.0,0.0
208,3/30/2020,Jefferson,0,0,1.0,0.0,0.0
209,3/30/2020,Kings,0,0,1888.0,1710.0,213.0
210,3/30/2020,Lewis,0,0,0.0,2.0,0.0
211,3/30/2020,Livingston,0,0,1.0,0.0,0.0
212,3/30/2020,Madison,1,0,7.0,1.0,0.0
213,3/30/2020,Monroe,9,0,50.0,57.0,9.0
214,3/30/2020,Montgomery,0,0,1.0,3.0,0.0
215,3/30/2020,Nassau,178,0,1200.0,1312.0,119.0
216,3/30/2020,New York,0,0,648.0,2540.0,260.0
217,3/30/2020,Niagara,0,0,1.0,2.0,1.0
218,3/30/2020,Oneida,0,0,6.0,11.0,1.0
219,3/30/2020,Onondaga,1,0,14.0,31.0,2.0
220,3/30/2020,Ontario,0,0,2.0,2.0,0.0
221,3/30/2020,Orange,13,0,121.0,131.0,6.0
222,3/30/2020,Orleans,0,0,2.0,0.0,0.0
223,3/30/2020,Oswego,0,0,1.0,0.0,0.0
224,3/30/2020,Otsego,2,0,1.0,6.0,0.0
225,3/30/2020,Putnam,0,0,19.0,16.0,0.0
226,3/30/2020,Queens,0,0,2022.0,1811.0,107.0
227,3/30/2020,Rensselaer,0,0,1.0,3.0,0.0
228,3/30/2020,Richmond,0,0,324.0,309.0,27.0
229,3/30/2020,Rockland,18,0,352.0,146.0,29.0
230,3/30/2020,Saratoga,0,0,3.0,9.0,2.0
231,3/30/2020,Schenectady,1,0,5.0,13.0,1.0
232,3/30/2020,Schoharie,0,0,0.0,0.0,0.0
233,3/30/2020,Schuyler,0,0,0.0,0.0,0.0
234,3/30/2020,Seneca,0,0,2.0,~,~
236,3/30/2020,Steuben,0,0,5.0,3.0,2.0
237,3/30/2020,Suffolk,71,0,922.0,708.0,87.0
238,3/30/2020,Sullivan,0,0,8.0,8.0,0.0
239,3/30/2020,Tioga,0,0,3.0,~,~
240,3/30/2020,Tompkins,0,0,0.0,0.0,0.0
241,3/30/2020,Ulster,0,0,21.0,12.0,2.0
242,3/30/2020,Warren,1,0,0.0,3.0,0.0
243,3/30/2020,Washington,0,0,3.0,~,~
244,3/30/2020,Wayne,0,0,4.0,1.0,0.0
245,3/30/2020,Westchester,85,0,641.0,583.0,61.0
246,3/30/2020,Wyoming,0,0,1.0,0.0,0.0
247,3/30/2020,Yates,0,0,0.0,0.0,0.0
248,3/31/2020,Albany,1,0,14.0,51.0,6.0
249,3/31/2020,Allegany,0,0,2.0,2.0,1.0
250,3/31/2020,Bronx,0,0,1095.0,1455.0,62.0
251,3/31/2020,Broome,4,0,4.0,14.0,1.0
252,3/31/2020,Cattaraugus,0,0,1.0,0.0,0.0
253,3/31/2020,Cayuga,0,0,0.0,0.0,0.0
254,3/31/2020,Chautauqua,0,0,0.0,1.0,0.0
255,3/31/2020,Chemung,0,0,2.0,4.0,0.0
256,3/31/2020,Chenango,0,0,7.0,0.0,0.0
257,3/31/2020,Clinton,0,0,4.0,5.0,0.0
258,3/31/2020,Columbia,0,0,1.0,9.0,1.0
259,3/31/2020,Cortland,0,0,0.0,0.0,0.0
260,3/31/2020,Delaware,0,0,4.0,0.0,0.0
261,3/31/2020,Dutchess,7,0,63.0,63.0,4.0
262,3/31/2020,Erie,10,0,26.0,127.0,6.0
263,3/31/2020,Essex,0,0,2.0,1.0,1.0
264,3/31/2020,Franklin,0,0,0.0,0.0,0.0
265,3/31/2020,Fulton,0,0,1.0,0.0,0.0
266,3/31/2020,Genesee,0,0,3.0,1.0,0.0
267,3/31/2020,Greene,0,0,2.0,~,~
268,3/31/2020,Hamilton,0,0,0.0,~,~
269,3/31/2020,Herkimer,1,0,0.0,0.0,0.0
270,3/31/2020,Jefferson,0,0,0.0,0.0,0.0
271,3/31/2020,Kings,0,0,1198.0,1880.0,202.0
272,3/31/2020,Lewis,0,0,0.0,2.0,0.0
273,3/31/2020,Livingston,0,0,1.0,0.0,0.0
274,3/31/2020,Madison,1,0,10.0,1.0,0.0
275,3/31/2020,New York,0,0,497.0,2806.0,354.0
276,3/31/2020,Monroe,10,0,57.0,69.0,6.0
277,3/31/2020,Montgomery,0,0,0.0,3.0,0.0
278,3/31/2020,Nassau,214,0,1010.0,1471.0,112.0
279,3/31/2020,Niagara,0,0,4.0,5.0,1.0
280,3/31/2020,Oneida,2,0,10.0,10.0,1.0
281,3/31/2020,Onondaga,1,0,23.0,39.0,6.0
282,3/31/2020,Ontario,0,0,2.0,2.0,1.0
283,3/31/2020,Orange,16,0,200.0,129.0,9.0
284,3/31/2020,Orleans,0,0,0.0,0.0,0.0
285,3/31/2020,Oswego,0,0,2.0,0.0,0.0
286,3/31/2020,Otsego,2,0,1.0,6.0,0.0
287,3/31/2020,Putnam,5,0,21.0,16.0,1.0
288,3/31/2020,Queens,0,0,1211.0,1913.0,204.0
289,3/31/2020,Rensselaer,0,0,2.0,3.0,0.0
290,3/31/2020,Richmond,0,0,299.0,349.0,20.0
291,3/31/2020,Rockland,32,0,458.0,201.0,70.0
292,3/31/2020,Saratoga,0,0,14.0,11.0,2.0
293,3/31/2020,Schenectady,4,0,8.0,17.0,0.0
294,3/31/2020,Schoharie,0,0,2.0,0.0,0.0
295,3/31/2020,Schuyler,0,0,0.0,0.0,0.0
296,3/31/2020,Seneca,0,0,0.0,~,~
298,3/31/2020,Steuben,0,0,14.0,6.0,5.0
299,3/31/2020,Suffolk,94,0,892.0,897.0,75.0
300,3/31/2020,Sullivan,2,0,12.0,13.0,0.0
301,3/31/2020,Tioga,0,0,0.0,~,~
302,3/31/2020,Tompkins,0,0,2.0,1.0,1.0
303,3/31/2020,Ulster,0,0,10.0,12.0,1.0
304,3/31/2020,Warren,1,0,0.0,3.0,0.0
305,3/31/2020,Washington,0,0,0.0,~,~
306,3/31/2020,Wayne,0,0,5.0,1.0,0.0
307,3/31/2020,Westchester,107,0,716.0,627.0,65.0
308,3/31/2020,Wyoming,0,0,1.0,0.0,0.0
309,3/31/2020,Yates,0,0,0.0,0.0,0.0
310,4/1/2020,Albany,2,0,13.0,58.0,7.0
311,4/1/2020,Allegany,0,0,3.0,3.0,1.0
312,4/1/2020,Bronx,0,0,1066.0,1603.0,74.0
313,4/1/2020,Broome,4,0,4.0,11.0,0.0
314,4/1/2020,Cattaraugus,0,0,1.0,0.0,0.0
315,4/1/2020,Cayuga,0,0,1.0,0.0,0.0
316,4/1/2020,Chautauqua,0,0,2.0,1.0,0.0
317,4/1/2020,Chemung,0,0,0.0,3.0,0.0
318,4/1/2020,Chenango,0,0,2.0,1.0,0.0
319,4/1/2020,Clinton,0,0,0.0,5.0,0.0
320,4/1/2020,Columbia,0,0,5.0,10.0,1.0
321,4/1/2020,Cortland,0,0,0.0,0.0,0.0
322,4/1/2020,Delaware,0,0,2.0,0.0,0.0
323,4/1/2020,Dutchess,7,0,120.0,73.0,3.0
324,4/1/2020,Erie,15,0,153.0,126.0,13.0
325,4/1/2020,Essex,0,0,0.0,1.0,0.0
326,4/1/2020,Franklin,0,0,0.0,0.0,0.0
327,4/1/2020,Fulton,0,0,4.0,1.0,0.0
328,4/1/2020,Genesee,0,0,1.0,1.0,0.0
329,4/1/2020,Greene,0,0,3.0,~,~
330,4/1/2020,Hamilton,0,0,0.0,~,~
331,4/1/2020,Herkimer,1,0,2.0,0.0,0.0
332,4/1/2020,Jefferson,0,0,3.0,0.0,0.0
333,4/1/2020,Kings,0,0,1189.0,2066.0,165.0
334,4/1/2020,Lewis,0,0,0.0,2.0,0.0
335,4/1/2020,Livingston,0,0,0.0,0.0,0.0
336,4/1/2020,Madison,1,0,9.0,1.0,0.0
337,4/1/2020,New York,0,0,470.0,3077.0,353.0
338,4/1/2020,Monroe,10,0,71.0,79.0,11.0
339,4/1/2020,Montgomery,0,0,1.0,3.0,0.0
340,4/1/2020,Nassau,255,0,1033.0,1619.0,110.0
341,4/1/2020,Niagara,0,0,30.0,8.0,2.0
342,4/1/2020,Oneida,2,0,11.0,9.0,0.0
343,4/1/2020,Onondaga,2,0,17.0,37.0,2.0
344,4/1/2020,Ontario,0,0,2.0,1.0,0.0
345,4/1/2020,Orange,19,0,237.0,147.0,9.0
346,4/1/2020,Orleans,0,0,0.0,0.0,0.0
347,4/1/2020,Oswego,0,0,5.0,0.0,0.0
348,4/1/2020,Otsego,2,0,2.0,9.0,0.0
349,4/1/2020,Putnam,6,0,9.0,21.0,1.0
350,4/1/2020,Queens,0,0,1366.0,1970.0,152.0
351,4/1/2020,Rensselaer,0,0,10.0,3.0,0.0
352,4/1/2020,Richmond,0,0,279.0,375.0,30.0
353,4/1/2020,Rockland,36,0,430.0,200.0,58.0
354,4/1/2020,Saratoga,0,0,10.0,10.0,2.0
355,4/1/2020,Schenectady,4,0,8.0,21.0,1.0
356,4/1/2020,Schoharie,0,0,0.0,0.0,0.0
357,4/1/2020,Schuyler,0,0,1.0,0.0,0.0
358,4/1/2020,Seneca,0,0,2.0,~,~
360,4/1/2020,Steuben,0,0,5.0,6.0,4.0
361,4/1/2020,Suffolk,111,0,1141.0,1054.0,100.0
362,4/1/2020,Sullivan,3,0,22.0,12.0,0.0
363,4/1/2020,Tioga,0,0,0.0,~,~
364,4/1/2020,Tompkins,0,0,6.0,2.0,1.0
365,4/1/2020,Ulster,0,0,19.0,12.0,1.0
366,4/1/2020,Warren,1,0,0.0,3.0,0.0
367,4/1/2020,Washington,0,0,2.0,~,~
368,4/1/2020,Wayne,0,0,3.0,3.0,2.0
369,4/1/2020,Westchester,128,0,884.0,736.0,70.0
370,4/1/2020,Wyoming,0,0,4.0,0.0,0.0
371,4/1/2020,Yates,0,0,1.0,0.0,0.0
372,4/2/2020,Albany,4,0,14.0,77.0,10.0
373,4/2/2020,Allegany,0,0,2.0,4.0,1.0
374,4/2/2020,Bronx,0,0,1159.0,1732.0,105.0
375,4/2/2020,Broome,4,0,10.0,13.0,0.0
376,4/2/2020,Cattaraugus,0,0,1.0,1.0,0.0
377,4/2/2020,Cayuga,0,0,2.0,0.0,0.0
378,4/2/2020,Chautauqua,0,0,1.0,1.0,0.0
379,4/2/2020,Chemung,0,0,13.0,4.0,0.0
380,4/2/2020,Chenango,0,0,4.0,1.0,0.0
381,4/2/2020,Clinton,0,0,5.0,5.0,0.0
382,4/2/2020,Columbia,1,0,6.0,10.0,0.0
383,4/2/2020,Cortland,0,0,2.0,0.0,0.0
384,4/2/2020,Delaware,0,0,2.0,1.0,0.0
385,4/2/2020,Dutchess,10,0,142.0,77.0,4.0
386,4/2/2020,Erie,18,0,103.0,175.0,23.0
387,4/2/2020,Essex,0,0,0.0,1.0,0.0
388,4/2/2020,Franklin,0,0,1.0,0.0,0.0
389,4/2/2020,Fulton,0,0,0.0,2.0,0.0
390,4/2/2020,Genesee,0,0,2.0,1.0,0.0
391,4/2/2020,Greene,0,0,2.0,~,~
392,4/2/2020,Hamilton,0,0,0.0,~,~
393,4/2/2020,Herkimer,1,0,0.0,0.0,0.0
394,4/2/2020,Jefferson,0,0,3.0,0.0,0.0
395,4/2/2020,Kings,0,0,1396.0,2085.0,123.0
396,4/2/2020,Lewis,0,0,0.0,1.0,0.0
397,4/2/2020,Livingston,0,0,2.0,0.0,0.0
398,4/2/2020,Madison,1,0,10.0,1.0,0.0
399,4/2/2020,New York,0,0,609.0,3274.0,417.0
400,4/2/2020,Monroe,12,0,44.0,90.0,13.0
401,4/2/2020,Montgomery,0,0,2.0,4.0,0.0
402,4/2/2020,Nassau,329,0,1437.0,1997.0,98.0
403,4/2/2020,Niagara,0,0,18.0,6.0,1.0
404,4/2/2020,Oneida,2,0,10.0,13.0,0.0
405,4/2/2020,Onondaga,2,0,18.0,39.0,0.0
406,4/2/2020,Ontario,0,0,2.0,2.0,1.0
407,4/2/2020,Orange,25,0,404.0,148.0,7.0
408,4/2/2020,Orleans,0,0,3.0,0.0,0.0
409,4/2/2020,Oswego,0,0,4.0,0.0,0.0
410,4/2/2020,Otsego,2,0,0.0,10.0,0.0
411,4/2/2020,Putnam,6,0,36.0,20.0,0.0
412,4/2/2020,Queens,0,0,1899.0,2154.0,157.0
413,4/2/2020,Rensselaer,0,0,3.0,6.0,3.0
414,4/2/2020,Richmond,0,0,287.0,436.0,52.0
415,4/2/2020,Rockland,42,0,538.0,209.0,14.0
416,4/2/2020,Saratoga,0,0,9.0,13.0,3.0
417,4/2/2020,Schenectady,4,0,9.0,19.0,0.0
418,4/2/2020,Schoharie,0,0,1.0,0.0,0.0
419,4/2/2020,Schuyler,0,0,0.0,0.0,0.0
420,4/2/2020,Seneca,0,0,2.0,~,~
422,4/2/2020,Steuben,1,0,3.0,8.0,2.0
423,4/2/2020,Suffolk,139,0,1408.0,1298.0,132.0
424,4/2/2020,Sullivan,4,0,25.0,13.0,0.0
425,4/2/2020,Tioga,0,0,0.0,~,~
426,4/2/2020,Tompkins,0,0,10.0,2.0,0.0
427,4/2/2020,Ulster,0,0,23.0,16.0,4.0
428,4/2/2020,Warren,1,0,1.0,3.0,0.0
429,4/2/2020,Washington,0,0,3.0,~,~
430,4/2/2020,Wayne,0,0,3.0,0.0,0.0
431,4/2/2020,Westchester,159,0,784.0,838.0,60.0
432,4/2/2020,Wyoming,0,0,1.0,0.0,0.0
433,4/2/2020,Yates,0,0,0.0,0.0,0.0
434,4/3/2020,Albany,6,0,26.0,82.0,8.0
435,4/3/2020,Allegany,0,0,2.0,4.0,0.0
436,4/3/2020,Bronx,0,0,1229.0,1823.0,75.0
437,4/3/2020,Broome,4,0,9.0,12.0,0.0
438,4/3/2020,Cattaraugus,0,0,0.0,3.0,2.0
439,4/3/2020,Cayuga,0,0,1.0,0.0,0.0
440,4/3/2020,Chautauqua,0,0,1.0,1.0,0.0
441,4/3/2020,Chemung,0,0,1.0,5.0,0.0
442,4/3/2020,Chenango,0,0,7.0,1.0,0.0
443,4/3/2020,Clinton,0,0,1.0,6.0,0.0
444,4/3/2020,Columbia,2,0,7.0,9.0,0.0
445,4/3/2020,Cortland,0,0,0.0,0.0,0.0
446,4/3/2020,Delaware,0,0,2.0,2.0,0.0
447,4/3/2020,Dutchess,11,0,129.0,79.0,0.0
448,4/3/2020,Erie,23,0,88.0,177.0,21.0
449,4/3/2020,Essex,0,0,1.0,1.0,0.0
450,4/3/2020,Franklin,0,0,0.0,0.0,0.0
451,4/3/2020,Fulton,0,0,3.0,2.0,1.0
452,4/3/2020,Genesee,0,0,4.0,0.0,0.0
453,4/3/2020,Greene,0,0,1.0,~,~
454,4/3/2020,Hamilton,0,0,0.0,~,~
455,4/3/2020,Herkimer,1,0,4.0,0.0,0.0
456,4/3/2020,Jefferson,0,0,2.0,0.0,0.0
457,4/3/2020,Kings,0,0,1804.0,2252.0,149.0
458,4/3/2020,Lewis,0,0,0.0,1.0,0.0
459,4/3/2020,Livingston,0,0,2.0,0.0,0.0
460,4/3/2020,Madison,1,0,4.0,1.0,0.0
461,4/3/2020,New York,0,0,848.0,3520.0,469.0
462,4/3/2020,Monroe,14,0,48.0,90.0,9.0
463,4/3/2020,Montgomery,1,0,3.0,4.0,0.0
464,4/3/2020,Nassau,396,0,1322.0,2117.0,125.0
465,4/3/2020,Niagara,0,0,7.0,8.0,2.0
466,4/3/2020,Oneida,2,0,9.0,15.0,0.0
467,4/3/2020,Onondaga,4,0,10.0,38.0,2.0
468,4/3/2020,Ontario,0,0,3.0,1.0,0.0
469,4/3/2020,Orange,32,0,344.0,184.0,7.0
470,4/3/2020,Orleans,0,0,1.0,0.0,0.0
471,4/3/2020,Oswego,0,0,0.0,0.0,0.0
